timeline,KM_estimate
0.0,1.0
0.7458142601256851,0.9980000000000004
1.1732616339059367,0.9960000000000002
1.4808376447755438,0.9940000000000005
1.6029773484865395,0.9920000000000007
1.9605594963524895,0.9900000000000003
2.6710526830904397,0.9880000000000007
2.6761835475243285,0.9860000000000001
2.777563500518178,0.9840000000000001
2.9638828309840575,0.9820000000000001
4.321070176007459,0.98
5.298204581552711,0.9780000000000006
6.221449094396979,0.9760000000000006
6.282061042010615,0.9740000000000002
6.495484441451502,0.9720000000000002
9.194207677481177,0.9700000000000004
9.263866324349436,0.9680000000000007
10.22438977390971,0.9659999999999999
10.40057505924812,0.9640000000000002
11.599659434188338,0.9620000000000002
12.359303535230328,0.9600000000000003
12.487687896214535,0.958
13.664264164112184,0.9560000000000007
14.60763299664378,0.9540000000000006
15.109742890271532,0.9520000000000007
15.312121535054274,0.9500000000000004
15.813937816839543,0.9480000000000007
15.955956767576959,0.946
16.018450584286832,0.944
16.16947278475501,0.9420000000000003
16.493605882560416,0.9400000000000004
16.94310929650183,0.9380000000000002
17.154528535733224,0.9360000000000006
17.707329860442606,0.9340000000000005
18.683435808894156,0.932
18.933037530902595,0.9299999999999999
19.59867467875707,0.9280000000000003
21.460797298857763,0.9260000000000003
21.476516804359612,0.9240000000000002
22.218861113839555,0.9220000000000004
23.618678288724112,0.9200000000000006
23.859948969993308,0.9180000000000004
24.632191459209608,0.9160000000000007
24.699050672013115,0.9140000000000007
25.327810800185844,0.9120000000000006
25.891502727951302,0.9100000000000001
26.365220695669183,0.9080000000000006
26.962866525132206,0.9060000000000006
27.910537009330632,0.9040000000000007
27.941660550120755,0.9020000000000006
28.461215171162735,0.9000000000000004
28.692507337947784,0.8980000000000005
28.8625614907299,0.8960000000000001
29.609717307981473,0.8940000000000006
29.60984636130002,0.8920000000000005
29.859411274569528,0.8900000000000002
30.01606417222447,0.8880000000000002
30.28319257529332,0.8860000000000003
31.574276616736714,0.884
33.02800175286791,0.8820000000000003
34.30884982518184,0.88
34.416179309975874,0.8780000000000004
35.0160558938878,0.8760000000000004
35.406871557558496,0.8740000000000001
36.39483230712887,0.8720000000000002
36.59382404367604,0.8700000000000003
36.76801589659746,0.8680000000000005
36.94950114541664,0.8660000000000001
37.42056036434978,0.8640000000000007
37.43070181851785,0.862
37.61127748705678,0.8600000000000001
38.119278189362184,0.8580000000000003
41.69479282372499,0.8560000000000001
41.95893983723785,0.8540000000000005
43.09442103974867,0.8520000000000006
43.33301806133927,0.8500000000000005
45.34600943357163,0.8480000000000002
45.404708341367034,0.846
45.570042649956164,0.8440000000000005
45.78368808122658,0.8420000000000001
46.27458671432029,0.8400000000000002
47.91473570350225,0.838
48.373649381884185,0.8360000000000003
48.60115779081887,0.8340000000000003
49.07277540161404,0.8320000000000003
49.1664281915847,0.83
49.70307119047034,0.8280000000000001
50.330207489702666,0.8260000000000006
51.375380292648046,0.8240000000000005
51.5105805603095,0.822
51.83283064161819,0.8200000000000006
52.533331771028486,0.8180000000000006
52.59517863967157,0.8160000000000001
53.89753091089009,0.814
55.492057871590745,0.8120000000000002
55.49980013274654,0.8099999999999999
55.67266160538538,0.8080000000000006
55.7808808504633,0.8059999999999999
56.57318245769759,0.8040000000000003
56.58349017188885,0.8020000000000004
57.04427711685501,0.8
58.03807376804066,0.7980000000000005
58.04573104346117,0.7960000000000003
58.32866482444692,0.7940000000000005
58.34764378179789,0.7920000000000003
58.527103107058615,0.7900000000000004
59.166331964844275,0.7880000000000004
59.36824971473379,0.7860000000000003
59.73228284931897,0.784
61.23306794673997,0.7820000000000004
61.73718116744209,0.7800000000000004
62.12432301889803,0.7779999999999999
62.29762429621371,0.7760000000000004
63.33159043405563,0.7740000000000004
63.96859753793991,0.7720000000000004
64.24383869112971,0.7700000000000006
64.38855892935372,0.7680000000000002
64.65119790960267,0.766
64.99288053451221,0.7640000000000003
65.33158714136026,0.7620000000000005
68.63713494461197,0.7600000000000003
68.84788866760383,0.7580000000000002
69.94013065368298,0.7560000000000004
70.56380890436067,0.7540000000000003
70.56974637135642,0.7520000000000003
71.15699541815286,0.7500000000000001
71.61439979678377,0.7480000000000004
71.8413433806543,0.7460000000000006
71.99302082765398,0.744
72.05350202118112,0.7420000000000001
72.8087269552197,0.74
72.81225100408028,0.7380000000000001
73.33175913468173,0.7360000000000004
73.58827445044136,0.7340000000000005
74.22115329497059,0.732
74.46151169787501,0.7300000000000002
75.15903580565205,0.7280000000000002
76.80533339952886,0.726
77.73570664494034,0.7240000000000005
77.74157832196255,0.722
78.0324733863857,0.7200000000000003
78.59582883156635,0.7180000000000001
78.68685687040936,0.7160000000000002
79.70033549097343,0.714
80.72588264027102,0.7120000000000002
81.21741957666968,0.7100000000000003
82.31726903332466,0.7080000000000001
